,room_type,price,accommodates,bathrooms,bedrooms,host_is_superhost,number_of_reviews,review_scores_rating,minimum_nights,price_per_person,region
484,Entire home/apt,110.0,3,1.0,1.0,t,266,99.0,2,36.666666666666664,Central
485,Entire home/apt,280.0,7,2.0,3.0,t,50,100.0,2,40.0,North
486,Private room,59.0,1,1.0,1.0,f,22,97.0,2,59.0,North
487,Entire home/apt,69.0,6,2.0,3.0,f,14,91.0,30,11.5,South
488,Entire home/apt,90.0,2,1.0,0.0,t,335,99.0,2,45.0,Central
489,Entire home/apt,90.0,2,1.0,1.0,t,947,99.0,1,45.0,Central
490,Private room,149.0,2,1.0,1.0,t,89,97.0,3,74.5,Central
491,Entire home/apt,52.0,1,1.0,1.0,t,616,97.0,1,52.0,Central
492,Entire home/apt,800.0,10,4.0,5.0,f,10,100.0,2,80.0,Central
493,Entire home/apt,220.0,2,2.0,1.0,f,3,93.0,3,110.0,East
494,Entire home/apt,71.0,4,1.0,2.0,f,152,95.0,30,17.75,East
495,Entire home/apt,1110.0,11,3.0,4.0,f,1,100.0,2,100.9090909090909,Central
496,Entire home/apt,189.0,12,2.0,3.0,f,138,89.0,2,15.75,East
497,Private room,35.0,2,1.0,2.0,t,8,97.0,1,17.5,East
498,Entire home/apt,107.0,3,1.0,1.0,t,633,96.0,1,35.666666666666664,Central
499,Private room,62.0,2,1.5,1.0,f,113,99.0,2,31.0,Central
500,Private room,519.0,1,1.0,1.0,f,0,96.09516770892553,360,519.0,East
501,Private room,65.0,2,1.0,1.0,t,201,99.0,1,32.5,East
502,Entire home/apt,209.0,6,2.0,3.0,t,69,99.0,2,34.833333333333336,South
503,Entire home/apt,1900.0,8,3.0,4.0,f,8,98.0,5,237.5,Central
504,Entire home/apt,575.0,8,2.0,4.0,t,200,99.0,2,71.875,Central
505,Entire home/apt,1280.0,6,3.5,4.0,f,4,95.0,3,213.33333333333334,Central
506,Private room,63.0,4,1.5,1.0,t,16,98.0,30,15.75,Central
507,Entire home/apt,240.0,1,2.0,2.0,f,0,96.09516770892553,1,240.0,Central
508,Entire home/apt,250.0,8,2.5,3.0,t,217,98.0,2,31.25,Central
509,Entire home/apt,349.0,10,2.0,3.0,f,142,93.0,1,34.9,Central
510,Entire home/apt,575.0,10,2.0,4.0,f,140,96.0,1,57.5,Central
511,Entire home/apt,179.0,6,1.5,2.0,f,147,92.0,1,29.833333333333332,Central
512,Entire home/apt,85.0,2,1.0,1.0,f,23,92.0,30,42.5,Central
513,Entire home/apt,105.0,3,1.0,1.0,t,147,99.0,28,35.0,North
514,Entire home/apt,250.0,7,2.0,3.0,f,0,96.09516770892553,2,35.714285714285715,South
515,Private room,100.0,2,1.0,1.0,t,98,99.0,1,50.0,Central
516,Entire home/apt,200.0,7,2.0,3.0,t,433,99.0,1,28.571428571428573,Central
517,Entire home/apt,115.0,8,2.0,3.0,t,77,97.0,2,14.375,West
518,Entire home/apt,84.0,4,1.5,2.0,f,124,97.0,30,21.0,Central
519,Entire home/apt,250.0,2,0.0,0.0,f,0,96.09516770892553,30,125.0,Central
520,Entire home/apt,297.0,8,2.0,4.0,t,135,96.0,2,37.125,Central
521,Entire home/apt,175.0,4,1.0,2.0,t,9,91.0,14,43.75,North
522,Entire home/apt,98.0,3,1.0,1.0,t,253,97.0,2,32.666666666666664,North
523,Entire home/apt,111.0,3,1.0,1.0,t,430,98.0,1,37.0,Central
524,Entire home/apt,169.0,6,1.0,1.0,t,111,97.0,30,28.166666666666668,West
525,Private room,49.0,1,1.0,1.0,f,34,99.0,3,49.0,Central
526,Entire home/apt,795.0,14,3.0,6.0,t,31,99.0,3,56.785714285714285,Central
527,Entire home/apt,80.0,3,1.0,1.0,t,540,99.0,1,26.666666666666668,Central
528,Entire home/apt,1200.0,12,3.5,4.0,t,55,96.0,1,100.0,Central
529,Entire home/apt,94.0,6,2.5,2.0,t,8,90.0,30,15.666666666666666,East
530,Private room,89.0,2,1.0,1.0,t,183,98.0,1,44.5,Central
531,Entire home/apt,399.0,6,2.0,3.0,t,12,97.0,3,66.5,Central
532,Entire home/apt,89.0,4,1.0,1.0,f,144,97.0,30,22.25,Central
533,Private room,234.0,2,1.0,1.0,f,0,96.09516770892553,1,117.0,East
534,Private room,65.0,3,1.0,1.0,t,190,99.0,2,21.666666666666668,North
535,Entire home/apt,119.0,2,1.0,1.0,f,154,95.0,30,59.5,Central
536,Entire home/apt,775.0,15,3.5,5.0,f,58,98.0,2,51.666666666666664,West
537,Entire home/apt,889.0,16,2.5,3.0,f,198,97.0,2,55.5625,Central
538,Entire home/apt,499.0,10,3.5,4.0,t,45,98.0,2,49.9,West
539,Entire home/apt,750.0,8,2.0,4.0,f,10,98.0,2,93.75,Central
540,Entire home/apt,375.0,8,3.0,4.0,t,113,99.0,2,46.875,North
541,Entire home/apt,150.0,2,1.0,2.0,f,9,93.0,2,75.0,Central
542,Entire home/apt,90.0,3,1.0,0.0,f,308,98.0,1,30.0,Central
543,Private room,35.0,1,1.0,1.0,t,252,98.0,1,35.0,East
544,Entire home/apt,450.0,16,4.5,5.0,t,181,98.0,2,28.125,Central
545,Entire home/apt,120.0,5,2.0,1.0,f,86,99.0,2,24.0,Central
546,Entire home/apt,2000.0,8,4.5,4.0,f,0,96.09516770892553,3,250.0,Central
547,Entire home/apt,155.0,4,1.0,2.0,t,64,98.0,2,38.75,Central
548,Entire home/apt,119.0,2,1.0,1.0,t,42,97.0,5,59.5,North
549,Entire home/apt,135.0,2,1.0,1.0,t,783,99.0,1,67.5,Central
550,Entire home/apt,80.0,3,1.0,1.0,t,139,98.0,2,26.666666666666668,North
551,Entire home/apt,120.0,2,1.0,1.0,t,113,97.0,2,60.0,Central
552,Entire home/apt,350.0,10,2.0,4.0,t,4,94.0,3,35.0,Central
553,Entire home/apt,79.0,2,1.0,1.0,t,287,99.0,2,39.5,Central
554,Entire home/apt,114.0,3,1.0,0.0,t,391,96.0,1,38.0,Central
555,Entire home/apt,55.0,2,1.0,0.0,t,4,100.0,30,27.5,Central
556,Entire home/apt,139.0,5,1.0,1.0,t,130,99.0,3,27.8,Central
557,Entire home/apt,103.0,5,1.0,2.0,t,53,97.0,3,20.6,Central
558,Private room,65.0,6,2.0,2.0,f,45,95.0,2,10.833333333333334,East
559,Entire home/apt,140.0,4,1.0,2.0,t,66,98.0,2,35.0,Central
560,Entire home/apt,89.0,4,1.0,1.0,t,130,96.0,2,22.25,North
561,Private room,500.0,2,1.0,1.0,f,0,96.09516770892553,1,250.0,Central
562,Private room,40.0,2,1.0,1.0,t,236,97.0,1,20.0,East
563,Entire home/apt,285.0,7,1.0,3.0,f,3,100.0,1,40.714285714285715,Central
564,Entire home/apt,350.0,6,2.0,3.0,t,3,100.0,30,58.333333333333336,North
565,Entire home/apt,179.0,6,1.0,2.0,f,175,92.0,1,29.833333333333332,Central
566,Entire home/apt,200.0,4,2.0,2.0,f,22,99.0,3,50.0,Central
567,Private room,115.0,1,1.0,1.0,f,0,96.09516770892553,1,115.0,South
568,Entire home/apt,105.0,2,1.0,0.0,t,272,98.0,2,52.5,Central
569,Entire home/apt,425.0,4,1.0,2.0,f,1,80.0,1,106.25,Central
570,Entire home/apt,252.0,12,2.5,3.0,t,149,97.0,3,21.0,Central
571,Entire home/apt,175.0,2,1.0,0.0,f,0,96.09516770892553,1,87.5,Central
572,Entire home/apt,975.0,12,4.0,4.0,t,70,100.0,3,81.25,South
573,Entire home/apt,275.0,2,1.0,1.0,f,64,96.0,3,137.5,Central
574,Entire home/apt,99.0,2,1.0,1.0,t,197,98.0,3,49.5,Central
575,Entire home/apt,150.0,4,1.0,1.0,f,5,90.0,2,37.5,Central
576,Entire home/apt,169.0,6,1.0,2.0,t,20,97.0,2,28.166666666666668,Central
577,Entire home/apt,150.0,5,1.0,2.0,t,110,98.0,1,30.0,Central
578,Entire home/apt,500.0,10,2.0,4.0,t,189,98.0,1,50.0,Central
579,Entire home/apt,1100.0,8,2.0,3.0,f,0,96.09516770892553,3,137.5,Central
580,Entire home/apt,159.0,4,1.0,2.0,t,60,100.0,5,39.75,North
581,Entire home/apt,235.0,4,1.0,2.0,f,21,95.0,2,58.75,Central
582,Private room,100.0,2,1.0,1.0,f,8,95.0,1,50.0,North
583,Entire home/apt,395.0,10,2.0,4.0,t,138,100.0,2,39.5,Central
584,Entire home/apt,331.0,5,2.0,3.0,f,3,100.0,3,66.2,North
585,Entire home/apt,130.0,3,1.0,2.0,t,104,98.0,2,43.333333333333336,West
586,Private room,50.0,2,1.0,1.0,t,301,97.0,1,25.0,South
587,Entire home/apt,127.0,2,1.0,1.0,t,196,97.0,3,63.5,Central
588,Entire home/apt,82.0,5,1.0,2.0,t,280,98.0,2,16.4,Central
589,Entire home/apt,165.0,6,1.0,2.0,t,148,100.0,2,27.5,South
590,Entire home/apt,695.0,14,4.0,4.0,t,41,97.0,2,49.642857142857146,Central
591,Entire home/apt,1650.0,8,3.5,4.0,f,0,96.09516770892553,5,206.25,West
592,Entire home/apt,275.0,4,1.0,2.0,t,25,97.0,2,68.75,Central
593,Private room,150.0,2,1.0,1.0,f,2,100.0,1,75.0,North
594,Private room,360.0,2,1.0,1.0,t,133,99.0,1,180.0,Central
595,Entire home/apt,650.0,2,1.0,1.0,f,0,96.09516770892553,5,325.0,Central
596,Entire home/apt,450.0,2,1.0,1.0,f,1,100.0,1,225.0,Central
597,Entire home/apt,253.0,6,2.0,3.0,f,19,97.0,30,42.166666666666664,North
598,Entire home/apt,1600.0,8,3.0,5.0,f,22,100.0,3,200.0,West
599,Entire home/apt,305.0,6,2.5,3.0,t,126,98.0,1,50.833333333333336,Central
600,Private room,45.0,2,1.0,1.0,f,16,98.0,1,22.5,West
601,Entire home/apt,750.0,8,3.0,4.0,f,89,98.0,2,93.75,Central
602,Entire home/apt,1250.0,5,3.0,2.0,f,0,96.09516770892553,3,250.0,Central
603,Entire home/apt,159.0,5,1.0,2.0,t,56,99.0,5,31.8,North
604,Entire home/apt,245.0,3,1.0,1.0,f,14,100.0,1,81.66666666666667,Central
605,Entire home/apt,150.0,4,1.0,1.0,t,39,98.0,30,37.5,Central
606,Entire home/apt,125.0,4,1.0,1.0,t,59,99.0,2,31.25,Central
607,Entire home/apt,110.0,2,1.0,1.0,t,12,97.0,30,55.0,Central
608,Entire home/apt,149.0,4,1.0,1.0,f,121,100.0,3,37.25,Central
609,Entire home/apt,175.0,4,1.0,2.0,t,143,98.0,2,43.75,Central
610,Private room,175.0,3,1.0,1.0,f,0,96.09516770892553,1,58.333333333333336,East
611,Entire home/apt,150.0,7,1.0,2.0,f,15,95.0,30,21.428571428571427,Central
612,Private room,65.0,2,1.0,1.0,t,15,97.0,2,32.5,Central
613,Entire home/apt,2000.0,10,4.0,4.0,t,3,100.0,7,200.0,Central
614,Entire home/apt,300.0,2,1.0,1.0,f,0,96.09516770892553,1,150.0,South
615,Entire home/apt,195.0,4,2.0,2.0,f,35,88.0,30,48.75,Central
616,Private room,40.0,2,1.5,1.0,f,96,96.0,30,20.0,Central
617,Entire home/apt,499.0,8,2.5,4.0,f,35,99.0,2,62.375,West
618,Entire home/apt,400.0,4,1.0,2.0,f,12,100.0,3,100.0,Central
619,Entire home/apt,186.0,4,1.0,2.0,f,0,96.09516770892553,31,46.5,Central
620,Entire home/apt,300.0,6,2.0,3.0,f,35,98.0,7,50.0,Central
621,Private room,95.0,2,1.0,1.0,t,54,98.0,2,47.5,Central
622,Entire home/apt,180.0,7,2.5,2.0,f,15,97.0,3,25.714285714285715,Central
623,Private room,100.0,2,1.0,1.0,f,10,98.0,3,50.0,South
624,Entire home/apt,375.0,4,1.0,1.0,f,39,94.0,2,93.75,Central
625,Entire home/apt,125.0,2,1.0,1.0,t,152,99.0,2,62.5,Central
626,Entire home/apt,349.0,8,2.0,3.0,f,180,92.0,1,43.625,Central
627,Entire home/apt,75.0,4,1.0,1.0,t,188,98.0,2,18.75,Central
628,Entire home/apt,50.0,2,1.0,1.0,t,194,94.0,2,25.0,Central
629,Entire home/apt,75.0,2,1.0,1.0,t,524,96.0,2,37.5,Central
630,Entire home/apt,499.0,10,2.5,4.0,f,141,90.0,1,49.9,Central
631,Entire home/apt,400.0,2,1.0,1.0,f,0,96.09516770892553,1,200.0,North
632,Entire home/apt,79.0,6,1.0,2.0,t,66,96.0,2,13.166666666666666,Central
633,Entire home/apt,495.0,10,3.0,4.0,f,153,95.0,1,49.5,Central
634,Entire home/apt,65.0,2,1.0,1.0,t,292,97.0,1,32.5,Central
635,Private room,59.0,2,1.5,1.0,t,74,98.0,2,29.5,West
636,Private room,50.0,2,1.0,1.0,f,51,97.0,2,25.0,North
637,Entire home/apt,479.0,8,3.0,5.0,f,8,98.0,3,59.875,Central
638,Private room,300.0,2,1.5,1.0,f,1,100.0,1,150.0,East
639,Entire home/apt,249.0,10,2.0,4.0,t,103,95.0,90,24.9,North
640,Entire home/apt,492.0,6,2.0,3.0,t,76,98.0,2,82.0,Central
641,Entire home/apt,155.0,6,1.0,2.0,f,90,97.0,2,25.833333333333332,Central
642,Entire home/apt,350.0,8,2.0,4.0,f,24,96.0,2,43.75,Central
643,Entire home/apt,712.0,5,2.0,3.0,f,11,98.0,3,142.4,Central
644,Entire home/apt,150.0,4,1.0,0.0,f,38,98.0,2,37.5,Central
645,Entire home/apt,650.0,6,1.5,2.0,f,7,97.0,3,108.33333333333333,Central
646,Entire home/apt,235.0,6,1.0,3.0,f,253,96.0,2,39.166666666666664,Central
647,Private room,65.0,2,1.0,1.0,t,11,100.0,1,32.5,South
648,Private room,305.0,2,1.0,1.0,f,0,96.09516770892553,1,152.5,Central
649,Entire home/apt,450.0,6,2.0,3.0,f,0,96.09516770892553,1,75.0,South
650,Entire home/apt,150.0,4,2.0,2.0,t,20,92.0,2,37.5,East
651,Entire home/apt,149.0,4,1.0,2.0,t,22,95.0,60,37.25,North
652,Entire home/apt,423.0,8,2.0,3.0,t,64,98.0,2,52.875,Central
653,Entire home/apt,1380.0,16,4.5,8.0,f,30,100.0,3,86.25,West
654,Entire home/apt,99.0,4,1.0,2.0,f,9,96.0,3,24.75,Central
655,Private room,100.0,2,1.0,1.0,f,7,97.0,2,50.0,Central
656,Entire home/apt,300.0,4,1.0,2.0,f,0,96.09516770892553,1,75.0,Central
657,Entire home/apt,350.0,2,1.0,1.0,f,0,96.09516770892553,1,175.0,Central
658,Entire home/apt,200.0,6,1.0,3.0,f,5,96.0,2,33.333333333333336,West
659,Entire home/apt,199.0,6,1.0,2.0,t,83,99.0,3,33.166666666666664,Central
660,Private room,155.0,2,1.0,1.0,f,0,96.09516770892553,1,77.5,West
661,Entire home/apt,129.0,4,1.0,1.0,t,342,98.0,2,32.25,Central
662,Entire home/apt,80.0,4,1.0,0.0,t,638,99.0,1,20.0,Central
663,Entire home/apt,133.0,5,1.0,1.0,t,330,97.0,1,26.6,Central
664,Entire home/apt,750.0,6,2.0,2.0,f,1,100.0,2,125.0,Central
665,Entire home/apt,220.0,8,1.5,3.0,t,51,98.0,2,27.5,West
666,Entire home/apt,220.0,4,2.0,2.0,t,0,96.09516770892553,14,55.0,East
667,Entire home/apt,89.0,4,1.0,1.0,f,18,95.0,3,22.25,Central
668,Private room,90.0,2,1.5,1.0,f,2,100.0,7,45.0,Central
669,Entire home/apt,115.0,3,1.0,1.0,t,536,98.0,1,38.333333333333336,North
670,Private room,250.0,2,1.5,1.0,f,21,100.0,4,125.0,Central
671,Private room,150.0,4,1.0,1.0,f,0,96.09516770892553,1,37.5,South
672,Private room,69.0,2,1.0,1.0,f,7,74.0,2,34.5,North
673,Private room,67.0,2,1.0,1.0,f,54,100.0,2,33.5,North
674,Entire home/apt,73.0,2,1.0,1.0,t,105,95.0,3,36.5,Central
675,Entire home/apt,103.0,4,1.0,1.0,t,388,99.0,1,25.75,Central
676,Entire home/apt,120.0,6,2.0,3.0,f,2,100.0,2,20.0,East
677,Entire home/apt,195.0,4,2.5,2.0,f,58,94.0,7,48.75,West
678,Entire home/apt,219.0,2,1.0,1.0,f,11,100.0,2,109.5,West
679,Private room,50.0,2,1.0,1.0,t,157,99.0,2,25.0,East
680,Entire home/apt,175.0,4,1.0,2.0,t,53,97.0,3,43.75,Central
681,Entire home/apt,500.0,8,3.5,4.0,f,11,93.0,4,62.5,West
682,Private room,179.0,4,1.0,1.0,f,3,73.0,2,44.75,Central
683,Entire home/apt,119.0,2,1.0,0.0,t,56,98.0,1,59.5,Central
684,Entire home/apt,99.0,2,1.0,1.0,t,325,97.0,2,49.5,Central
685,Entire home/apt,80.0,8,2.0,2.0,f,395,89.0,1,10.0,East
686,Entire home/apt,289.0,6,1.5,2.0,f,9,98.0,5,48.166666666666664,North
687,Entire home/apt,150.0,6,2.5,3.0,f,20,98.0,1,25.0,South
688,Entire home/apt,399.0,10,1.5,2.0,f,26,94.0,1,39.9,Central
689,Entire home/apt,485.0,8,3.0,4.0,f,62,100.0,2,60.625,Central
690,Entire home/apt,99.0,2,1.0,1.0,t,185,97.0,30,49.5,Central
691,Entire home/apt,350.0,4,2.0,3.0,f,7,97.0,3,87.5,Central
692,Entire home/apt,123.0,2,1.0,1.0,f,3,93.0,2,61.5,Central
693,Entire home/apt,138.0,2,1.0,1.0,t,300,98.0,2,69.0,Central
694,Private room,180.0,2,1.0,1.0,f,0,96.09516770892553,1,90.0,North
695,Entire home/apt,105.0,5,1.0,2.0,f,33,96.0,4,21.0,North
696,Entire home/apt,550.0,5,1.0,2.0,t,134,99.0,1,110.0,Central
697,Private room,70.0,2,1.0,1.0,t,5,100.0,2,35.0,East
698,Entire home/apt,700.0,16,2.0,4.0,t,99,97.0,2,43.75,West
