,room_type,price,accommodates,bathrooms,bedrooms,host_is_superhost,number_of_reviews,review_scores_rating,minimum_nights,price_per_person,region
6558,Entire home/apt,325.0,12,3.0,4.0,t,46,99.0,3,27.083333333333332,West
6559,Shared room,23.0,1,3.0,1.0,f,5,100.0,30,23.0,North
6560,Shared room,23.0,1,3.0,1.0,f,3,93.0,29,23.0,North
6561,Entire home/apt,85.0,2,1.0,1.0,t,44,97.0,1,42.5,South
6562,Entire home/apt,85.0,5,2.0,2.0,f,8,95.0,2,17.0,North
6563,Entire home/apt,160.0,4,1.0,2.0,t,39,100.0,3,40.0,West
6564,Private room,25.0,1,1.0,1.0,t,9,100.0,30,25.0,South
6565,Private room,50.0,4,1.0,2.0,f,19,96.0,1,12.5,South
6566,Entire home/apt,499.0,8,2.0,4.0,t,26,99.0,2,62.375,Central
6567,Entire home/apt,75.0,4,1.0,1.0,t,50,98.0,1,18.75,South
6568,Entire home/apt,100.0,4,1.0,1.0,t,45,96.0,2,25.0,Central
6569,Private room,60.0,2,1.0,1.0,f,56,99.0,1,30.0,West
6570,Entire home/apt,98.0,2,1.0,0.0,t,166,98.0,1,49.0,Central
6571,Entire home/apt,275.0,6,3.0,2.0,f,6,93.0,2,45.833333333333336,North
6572,Private room,90.0,2,1.0,1.0,f,7,94.0,6,45.0,East
6573,Entire home/apt,108.0,2,1.0,1.0,t,11,96.0,4,54.0,West
6574,Entire home/apt,279.0,4,1.0,1.0,f,5,100.0,3,69.75,Central
6575,Entire home/apt,109.0,4,2.0,2.0,f,13,89.0,1,27.25,North
6576,Entire home/apt,555.0,14,3.0,5.0,t,32,94.0,2,39.642857142857146,Central
6577,Private room,53.0,2,1.0,1.0,t,20,100.0,1,26.5,East
6578,Entire home/apt,495.0,6,2.0,3.0,f,4,85.0,2,82.5,Central
6579,Entire home/apt,700.0,10,4.0,5.0,f,1,100.0,4,70.0,West
6580,Entire home/apt,50.0,4,1.0,1.0,t,57,95.0,30,12.5,North
6581,Entire home/apt,149.0,6,1.0,3.0,t,14,100.0,3,24.833333333333332,East
6582,Private room,45.0,2,1.0,1.0,f,6,100.0,1,22.5,South
6583,Entire home/apt,559.0,10,4.5,4.0,f,0,96.09516770892553,2,55.9,East
6584,Entire home/apt,125.0,6,2.0,2.0,f,1,100.0,30,20.833333333333332,Central
6585,Entire home/apt,350.0,7,3.0,4.0,f,9,83.0,2,50.0,West
6586,Entire home/apt,450.0,4,2.0,2.0,t,25,99.0,2,112.5,Central
6587,Entire home/apt,650.0,7,1.0,1.0,t,7,94.0,3,92.85714285714286,Central
6588,Entire home/apt,78.0,4,2.5,2.0,f,4,87.0,2,19.5,East
6589,Entire home/apt,204.0,2,1.0,1.0,f,0,96.09516770892553,2,102.0,Central
6590,Private room,55.0,2,1.0,1.0,f,3,80.0,1,27.5,East
6591,Entire home/apt,400.0,4,1.0,2.0,f,0,96.09516770892553,2,100.0,South
6592,Entire home/apt,160.0,4,2.0,2.0,f,4,80.0,2,40.0,East
6593,Entire home/apt,825.0,16,3.5,5.0,t,19,99.0,1,51.5625,Central
6594,Shared room,23.0,1,3.0,1.0,f,3,87.0,29,23.0,North
6595,Shared room,16.0,1,3.0,1.0,f,3,100.0,29,16.0,North
6596,Entire home/apt,113.0,6,2.0,2.0,t,103,97.0,1,18.833333333333332,Central
6597,Entire home/apt,250.0,9,3.0,4.0,f,15,92.0,2,27.77777777777778,West
6598,Entire home/apt,1200.0,16,5.0,5.0,t,47,100.0,2,75.0,Central
6599,Private room,48.0,3,1.0,1.0,f,8,95.0,2,16.0,East
6600,Entire home/apt,157.0,10,2.0,4.0,t,56,98.0,3,15.7,East
6601,Entire home/apt,225.0,6,1.0,2.0,t,80,96.0,2,37.5,Central
6602,Entire home/apt,300.0,8,1.0,3.0,f,4,95.0,2,37.5,East
6603,Private room,100.0,2,1.0,1.0,f,21,91.0,1,50.0,Central
6604,Shared room,23.0,1,3.0,1.0,f,2,100.0,29,23.0,North
6605,Shared room,16.0,1,3.0,1.0,f,4,95.0,29,16.0,North
6606,Entire home/apt,120.0,2,1.0,1.0,t,173,99.0,1,60.0,Central
6607,Entire home/apt,375.0,13,2.0,3.0,t,37,95.0,3,28.846153846153847,Central
6608,Entire home/apt,195.0,6,2.0,2.0,f,9,86.0,1,32.5,Central
6609,Entire home/apt,185.0,4,1.0,1.0,f,2,100.0,2,46.25,Central
6610,Entire home/apt,165.0,4,1.0,0.0,f,7,97.0,2,41.25,Central
6611,Entire home/apt,216.0,6,2.0,2.0,t,0,96.09516770892553,2,36.0,Central
6612,Entire home/apt,216.0,6,2.0,2.0,t,0,96.09516770892553,2,36.0,Central
6613,Entire home/apt,216.0,6,2.0,2.0,t,0,96.09516770892553,2,36.0,Central
6614,Private room,32.0,2,1.0,1.0,t,6,100.0,30,16.0,North
6615,Entire home/apt,139.0,2,1.0,0.0,t,72,98.0,2,69.5,North
6616,Entire home/apt,255.0,6,1.5,3.0,f,5,92.0,3,42.5,West
6617,Entire home/apt,80.0,2,1.0,1.0,t,72,100.0,2,40.0,North
6618,Entire home/apt,141.0,3,1.0,1.0,f,5,100.0,1,47.0,Central
6619,Entire home/apt,295.0,10,2.5,4.0,f,10,96.0,6,29.5,South
6620,Entire home/apt,97.0,5,2.0,3.0,t,34,95.0,2,19.4,East
6621,Entire home/apt,200.0,4,1.0,2.0,f,27,100.0,2,50.0,Central
6622,Entire home/apt,69.0,3,1.0,1.0,t,110,97.0,1,23.0,North
6623,Entire home/apt,275.0,3,1.0,1.0,f,5,88.0,2,91.66666666666667,Central
6624,Entire home/apt,110.0,2,1.0,1.0,t,81,100.0,2,55.0,Central
6625,Entire home/apt,107.0,9,2.0,2.0,t,104,95.0,1,11.88888888888889,Central
6626,Entire home/apt,1450.0,10,2.0,4.0,f,0,96.09516770892553,2,145.0,Central
6627,Private room,45.0,2,1.0,1.0,f,6,90.0,2,22.5,East
6628,Entire home/apt,360.0,8,2.5,3.0,f,6,100.0,3,45.0,Central
6629,Private room,250.0,2,1.0,1.0,f,4,100.0,2,125.0,Central
6630,Entire home/apt,100.0,5,1.0,1.0,f,7,94.0,3,20.0,Central
6631,Entire home/apt,90.0,3,1.0,1.0,f,5,100.0,2,30.0,Central
6632,Entire home/apt,98.0,4,2.0,2.0,t,26,98.0,3,24.5,Central
6633,Entire home/apt,194.0,4,1.5,2.0,f,4,95.0,1,48.5,Central
6634,Entire home/apt,520.0,5,1.0,2.0,t,47,95.0,1,104.0,Central
6635,Entire home/apt,145.0,5,1.0,2.0,t,24,99.0,3,29.0,Central
6636,Entire home/apt,1100.0,15,3.0,4.0,t,39,97.0,1,73.33333333333333,Central
6637,Entire home/apt,225.0,4,1.0,1.0,t,2,100.0,2,56.25,Central
6638,Private room,34.0,2,1.0,1.0,f,11,98.0,1,17.0,North
6639,Entire home/apt,81.0,4,2.0,2.0,f,12,88.0,1,20.25,South
6640,Entire home/apt,74.0,6,2.0,2.0,f,5,100.0,30,12.333333333333334,East
6641,Private room,118.0,10,2.0,2.0,f,1,100.0,1,11.8,West
6642,Entire home/apt,65.0,3,1.0,1.0,t,4,100.0,1,21.666666666666668,East
6643,Entire home/apt,75.0,2,1.0,1.0,f,33,96.0,7,37.5,Central
6644,Entire home/apt,209.0,6,1.0,2.0,t,67,99.0,2,34.833333333333336,Central
6645,Private room,43.0,2,1.0,1.0,t,100,99.0,1,21.5,North
6646,Shared room,20.0,2,1.0,1.0,f,3,100.0,2,10.0,East
6647,Entire home/apt,83.0,5,1.0,1.0,t,14,97.0,1,16.6,North
6648,Entire home/apt,500.0,8,2.0,4.0,t,44,97.0,2,62.5,Central
6649,Entire home/apt,75.0,4,1.0,1.0,t,30,99.0,2,18.75,East
6650,Entire home/apt,199.0,8,2.0,3.0,t,3,100.0,2,24.875,Central
6651,Entire home/apt,225.0,5,2.0,2.0,t,28,99.0,3,45.0,Central
6652,Entire home/apt,599.0,8,2.0,3.0,t,41,100.0,3,74.875,South
6653,Entire home/apt,395.0,10,3.0,4.0,t,27,98.0,4,39.5,West
6654,Entire home/apt,145.0,2,1.0,1.0,t,25,100.0,2,72.5,Central
6655,Entire home/apt,150.0,4,1.0,2.0,t,60,96.0,1,37.5,Central
6656,Entire home/apt,52.0,4,1.0,1.0,f,4,100.0,1,13.0,North
6657,Entire home/apt,110.0,4,1.0,1.0,f,69,94.0,1,27.5,Central
6658,Private room,60.0,4,1.0,2.0,t,24,98.0,1,15.0,South
6659,Entire home/apt,800.0,2,1.0,3.0,f,0,96.09516770892553,3,400.0,Central
6660,Private room,27.0,1,2.0,1.0,t,42,100.0,1,27.0,North
6661,Entire home/apt,150.0,4,1.0,2.0,t,2,100.0,30,37.5,East
6662,Private room,75.0,2,1.0,1.0,t,64,100.0,1,37.5,North
6663,Entire home/apt,280.0,6,2.0,2.0,t,22,95.0,1,46.666666666666664,East
6664,Entire home/apt,150.0,6,2.0,3.0,f,4,75.0,3,25.0,West
6665,Private room,444.0,2,1.5,1.0,f,2,100.0,2,222.0,Central
6666,Entire home/apt,400.0,7,2.5,3.0,t,3,100.0,2,57.142857142857146,Central
6667,Entire home/apt,120.0,5,2.0,2.0,f,3,87.0,30,24.0,Central
6668,Entire home/apt,130.0,2,1.0,1.0,f,6,97.0,2,65.0,Central
6669,Entire home/apt,84.0,2,1.0,0.0,t,177,99.0,1,42.0,East
6670,Entire home/apt,300.0,10,2.5,4.0,t,21,99.0,2,30.0,Central
6671,Entire home/apt,499.0,11,4.0,4.0,t,15,100.0,3,45.36363636363637,South
6672,Entire home/apt,124.0,7,1.0,2.0,t,32,98.0,2,17.714285714285715,East
6673,Entire home/apt,149.0,4,1.0,0.0,t,61,100.0,2,37.25,Central
6674,Entire home/apt,115.0,6,1.5,2.0,t,21,98.0,2,19.166666666666668,Central
6675,Entire home/apt,390.0,4,1.0,1.0,f,0,96.09516770892553,2,97.5,Central
6676,Entire home/apt,100.0,2,1.0,1.0,t,67,100.0,2,50.0,Central
6677,Entire home/apt,183.0,16,3.0,4.0,t,63,98.0,1,11.4375,North
6678,Shared room,16.0,1,1.0,1.0,f,4,90.0,29,16.0,North
6679,Shared room,23.0,1,1.0,1.0,f,1,100.0,29,23.0,North
6680,Shared room,16.0,1,1.0,1.0,f,3,87.0,30,16.0,North
6681,Shared room,23.0,1,1.0,1.0,f,1,100.0,29,23.0,North
6682,Entire home/apt,199.0,8,2.5,3.0,t,47,97.0,1,24.875,East
6683,Entire home/apt,99.0,5,1.5,2.0,f,6,100.0,2,19.8,Central
6684,Entire home/apt,119.0,3,1.0,1.0,f,10,100.0,3,39.666666666666664,Central
6685,Private room,50.0,2,1.0,1.0,t,53,100.0,1,25.0,North
6686,Entire home/apt,150.0,7,2.0,2.0,f,0,96.09516770892553,3,21.428571428571427,South
6687,Entire home/apt,888.0,14,6.5,5.0,t,71,100.0,2,63.42857142857143,Central
6688,Hotel room,825.0,16,3.5,5.0,t,14,100.0,1,51.5625,Central
6689,Entire home/apt,180.0,8,2.0,2.0,t,50,98.0,1,22.5,East
6690,Entire home/apt,250.0,5,1.5,2.0,t,21,99.0,2,50.0,Central
6691,Entire home/apt,119.0,4,1.0,1.0,f,8,100.0,1,29.75,North
6692,Entire home/apt,1000.0,8,2.0,3.0,t,22,99.0,3,125.0,West
6693,Entire home/apt,167.0,6,2.0,2.0,t,147,100.0,1,27.833333333333332,Central
6694,Private room,61.0,3,1.0,1.0,f,29,98.0,3,20.333333333333332,Central
6695,Entire home/apt,325.0,3,1.5,1.0,f,0,96.09516770892553,3,108.33333333333333,Central
6696,Entire home/apt,225.0,2,1.0,1.0,f,1,100.0,1,112.5,Central
6697,Entire home/apt,2400.0,10,4.0,4.0,t,7,100.0,3,240.0,Central
6698,Hotel room,125.0,2,1.0,1.0,t,41,97.0,1,62.5,Central
6699,Hotel room,175.0,6,2.0,2.0,t,108,96.0,1,29.166666666666668,Central
6700,Hotel room,155.0,4,1.0,1.0,t,38,95.0,1,38.75,Central
6701,Entire home/apt,275.0,5,1.0,2.0,t,12,97.0,1,55.0,Central
6702,Entire home/apt,150.0,3,1.0,1.0,t,21,100.0,2,50.0,North
6703,Private room,107.0,2,1.0,1.0,t,79,99.0,2,53.5,Central
6704,Entire home/apt,133.0,8,2.0,2.0,f,90,92.0,1,16.625,Central
6705,Entire home/apt,135.0,4,1.5,2.0,f,11,98.0,2,33.75,South
6706,Entire home/apt,125.0,6,2.0,2.0,t,82,99.0,2,20.833333333333332,East
6707,Entire home/apt,125.0,4,1.0,2.0,f,8,98.0,2,31.25,Central
6708,Entire home/apt,414.0,5,1.0,2.0,f,7,97.0,2,82.8,Central
6709,Entire home/apt,750.0,6,2.5,3.0,t,7,89.0,2,125.0,Central
6710,Private room,175.0,6,1.0,1.0,f,1,100.0,2,29.166666666666668,West
6711,Entire home/apt,250.0,5,1.0,2.0,f,10,100.0,2,50.0,East
6712,Private room,75.0,2,1.0,1.0,t,2,100.0,1,37.5,Central
6713,Entire home/apt,80.0,1,1.0,1.0,f,11,98.0,2,80.0,South
6714,Entire home/apt,95.0,4,1.0,2.0,t,62,99.0,4,23.75,North
6715,Hotel room,1650.0,16,7.0,10.0,t,2,100.0,1,103.125,Central
6716,Private room,50.0,2,1.5,1.0,t,11,96.0,1,25.0,East
6717,Entire home/apt,900.0,6,2.5,3.0,f,0,96.09516770892553,3,150.0,South
6718,Entire home/apt,198.0,4,1.0,1.0,f,12,100.0,2,49.5,Central
6719,Private room,33.0,3,1.0,1.0,f,2,90.0,1,11.0,North
6720,Entire home/apt,128.0,4,1.0,0.0,t,89,99.0,1,32.0,Central
6721,Entire home/apt,100.0,2,1.0,1.0,f,2,100.0,3,50.0,Central
6722,Entire home/apt,450.0,9,3.0,5.0,t,26,99.0,2,50.0,West
6723,Entire home/apt,175.0,5,2.5,2.0,f,10,100.0,2,35.0,Central
6724,Entire home/apt,79.0,3,1.0,0.0,t,87,99.0,2,26.333333333333332,Central
6725,Private room,44.0,1,1.0,1.0,t,32,98.0,1,44.0,North
6726,Entire home/apt,225.0,3,1.0,1.0,f,5,100.0,2,75.0,Central
6727,Private room,33.0,2,1.0,1.0,t,104,98.0,1,16.5,North
6728,Entire home/apt,155.0,4,1.5,2.0,f,9,100.0,2,38.75,East
6729,Entire home/apt,352.0,4,1.0,1.0,f,5,96.0,2,88.0,South
6730,Private room,35.0,1,2.0,1.0,f,6,93.0,1,35.0,East
6731,Private room,55.0,2,1.0,1.0,t,48,97.0,2,27.5,East
6732,Entire home/apt,2800.0,16,6.0,6.0,t,6,97.0,3,175.0,Central
6733,Entire home/apt,99.0,4,2.0,2.0,t,4,100.0,30,24.75,Central
6734,Entire home/apt,1900.0,4,2.0,2.0,f,0,96.09516770892553,30,475.0,East
6735,Entire home/apt,115.0,2,1.0,1.0,f,7,100.0,2,57.5,East
6736,Entire home/apt,125.0,6,2.5,2.0,t,0,96.09516770892553,5,20.833333333333332,South
6737,Entire home/apt,189.0,4,1.0,1.0,f,1,100.0,2,47.25,Central
6738,Entire home/apt,200.0,5,2.0,2.0,t,89,100.0,2,40.0,Central
6739,Entire home/apt,119.0,4,1.0,2.0,t,1,100.0,29,29.75,Central
6740,Entire home/apt,240.0,12,2.0,2.0,t,52,98.0,2,20.0,Central
6741,Entire home/apt,109.0,4,1.0,1.0,t,73,98.0,1,27.25,Central
6742,Private room,75.0,2,1.0,1.0,t,8,100.0,1,37.5,Central
6743,Entire home/apt,225.0,6,2.0,3.0,t,54,97.0,3,37.5,South
6744,Private room,110.0,2,1.0,1.0,t,10,98.0,2,55.0,West
6745,Entire home/apt,110.0,2,1.0,1.0,t,67,99.0,4,55.0,Central
6746,Entire home/apt,1170.0,15,3.0,6.0,f,30,93.0,1,78.0,East
6749,Entire home/apt,350.0,6,1.0,2.0,f,0,96.09516770892553,3,58.333333333333336,East
6750,Entire home/apt,150.0,4,1.0,1.0,f,8,93.0,1,37.5,East
6751,Entire home/apt,399.0,12,3.5,4.0,t,63,99.0,3,33.25,Central
6752,Entire home/apt,489.0,16,2.0,2.0,f,73,93.0,1,30.5625,Central
6753,Entire home/apt,450.0,10,2.5,4.0,f,53,95.0,2,45.0,East
6754,Entire home/apt,109.0,5,1.0,2.0,t,86,99.0,2,21.8,Central
6755,Entire home/apt,332.0,6,2.0,3.0,f,11,96.0,2,55.333333333333336,West
6756,Entire home/apt,900.0,16,3.5,5.0,t,17,100.0,1,56.25,Central
6757,Hotel room,625.0,16,3.5,4.0,t,20,99.0,1,39.0625,Central
6758,Entire home/apt,150.0,5,2.0,2.0,t,6,97.0,1,30.0,East
6759,Private room,60.0,3,1.0,1.0,t,52,99.0,2,20.0,Central
6760,Entire home/apt,300.0,3,1.0,0.0,f,1,100.0,2,100.0,Central
6761,Entire home/apt,318.0,4,1.0,1.0,f,0,96.09516770892553,1,79.5,South
6762,Private room,40.0,2,1.0,1.0,f,42,93.0,30,20.0,North
6763,Entire home/apt,205.0,4,1.0,2.0,f,58,97.0,1,51.25,Central
6764,Entire home/apt,80.0,2,1.0,1.0,t,2,100.0,30,40.0,North
6765,Private room,50.0,4,1.0,2.0,f,7,63.0,1,12.5,Central
6766,Entire home/apt,80.0,2,1.0,1.0,t,14,99.0,6,40.0,Central
6767,Private room,54.0,2,2.5,1.0,f,9,100.0,2,27.0,West
6768,Entire home/apt,70.0,2,1.0,1.0,t,55,96.0,1,35.0,Central
6769,Private room,95.0,2,1.0,1.0,t,63,100.0,2,47.5,Central
6770,Entire home/apt,550.0,4,1.0,1.0,t,12,100.0,1,137.5,West
6771,Entire home/apt,44.0,2,1.0,0.0,t,34,99.0,31,22.0,North
6772,Entire home/apt,95.0,2,1.0,1.0,t,51,100.0,2,47.5,Central
6773,Entire home/apt,750.0,10,3.0,3.0,f,0,96.09516770892553,2,75.0,East
6774,Private room,150.0,2,1.0,1.0,f,0,96.09516770892553,2,75.0,South
6775,Entire home/apt,189.0,10,2.0,2.0,t,50,96.0,2,18.9,Central
6776,Private room,90.0,2,1.0,1.0,t,14,97.0,2,45.0,Central
6777,Entire home/apt,150.0,3,1.0,1.0,f,2,100.0,1,50.0,Central
6778,Private room,55.0,1,1.0,1.0,t,2,100.0,2,55.0,East
6779,Private room,49.0,2,1.5,1.0,f,12,100.0,1,24.5,North
6780,Entire home/apt,85.0,4,1.0,1.0,t,38,96.0,2,21.25,Central
6781,Entire home/apt,700.0,6,3.0,3.0,f,0,96.09516770892553,2,116.66666666666667,West
6782,Entire home/apt,65.0,2,1.0,1.0,f,2,80.0,4,32.5,North
6783,Entire home/apt,120.0,5,1.0,2.0,f,26,93.0,1,24.0,North
6784,Entire home/apt,155.0,2,1.0,1.0,t,21,100.0,2,77.5,North
6785,Private room,29.0,2,1.0,1.0,f,4,95.0,1,14.5,Central
6786,Entire home/apt,99.0,2,1.0,0.0,t,86,98.0,1,49.5,Central
6787,Entire home/apt,250.0,5,1.0,1.0,f,1,96.09516770892553,1,50.0,Central
6788,Entire home/apt,125.0,2,1.0,1.0,f,2,100.0,2,62.5,Central
6789,Private room,125.0,4,1.0,1.0,f,3,93.0,1,31.25,South
6790,Entire home/apt,99.0,6,1.0,2.0,t,133,96.0,1,16.5,Central
6791,Entire home/apt,189.0,4,1.0,1.0,f,1,100.0,1,47.25,Central
6792,Entire home/apt,675.0,10,4.0,5.0,t,61,99.0,2,67.5,West
6793,Private room,29.0,2,1.0,1.0,t,15,100.0,30,14.5,South
6794,Entire home/apt,400.0,6,2.0,2.0,f,1,100.0,1,66.66666666666667,Central
6795,Entire home/apt,175.0,4,1.0,1.0,f,7,100.0,2,43.75,West
6796,Entire home/apt,499.0,2,1.0,1.0,f,25,88.0,1,249.5,Central
6797,Hotel room,700.0,16,3.5,4.0,t,19,100.0,1,43.75,Central
6798,Entire home/apt,750.0,8,2.0,3.0,f,8,100.0,3,93.75,Central
6799,Entire home/apt,200.0,4,2.0,2.0,f,3,100.0,2,50.0,Central
6800,Entire home/apt,85.0,4,1.0,1.0,t,96,100.0,2,21.25,East
6801,Entire home/apt,165.0,6,2.5,3.0,t,38,98.0,1,27.5,Central
6802,Private room,75.0,2,1.5,2.0,f,3,87.0,2,37.5,Central
6803,Private room,60.0,2,1.0,1.0,f,14,90.0,1,30.0,South
6804,Entire home/apt,124.0,4,1.0,1.0,f,4,100.0,2,31.0,Central
6805,Private room,47.0,4,1.0,1.0,f,30,97.0,1,11.75,East
6806,Entire home/apt,105.0,6,1.0,2.0,f,36,86.0,1,17.5,South
6807,Entire home/apt,100.0,2,1.0,0.0,t,71,99.0,2,50.0,East
6808,Private room,50.0,2,1.5,1.0,f,14,96.0,1,25.0,East
6809,Entire home/apt,800.0,10,2.5,4.0,t,42,99.0,1,80.0,Central
6810,Private room,53.0,1,1.0,1.0,f,4,100.0,1,53.0,North
6811,Entire home/apt,500.0,8,3.0,4.0,f,2,100.0,1,62.5,West
6812,Entire home/apt,275.0,2,1.0,1.0,f,1,100.0,3,137.5,Central
6813,Entire home/apt,149.0,4,1.0,1.0,t,85,99.0,1,37.25,Central
6814,Entire home/apt,299.0,2,1.0,1.0,t,112,100.0,2,149.5,Central
6815,Entire home/apt,100.0,3,1.0,1.0,t,15,96.0,2,33.333333333333336,East
6816,Entire home/apt,189.0,5,1.0,2.0,t,25,99.0,2,37.8,Central
6818,Entire home/apt,149.0,4,1.0,1.0,t,83,100.0,1,37.25,Central
6820,Entire home/apt,79.0,2,1.0,1.0,t,95,96.0,2,39.5,Central
6821,Entire home/apt,147.0,10,2.5,2.0,f,43,96.0,1,14.7,Central
6822,Entire home/apt,190.0,8,2.0,3.0,t,20,98.0,1,23.75,South
6823,Entire home/apt,201.0,6,2.0,2.0,f,3,100.0,1,33.5,Central
6824,Entire home/apt,1000.0,12,2.5,4.0,f,11,95.0,2,83.33333333333333,Central
6825,Entire home/apt,300.0,3,1.0,1.0,f,16,100.0,2,100.0,Central
6826,Entire home/apt,199.0,4,2.0,2.0,f,7,100.0,1,49.75,Central
6827,Entire home/apt,74.0,4,1.0,1.0,f,5,96.0,2,18.5,West
6828,Entire home/apt,1814.0,14,5.5,4.0,f,2,80.0,99,129.57142857142858,West
6829,Entire home/apt,1499.0,10,3.0,4.0,f,0,96.09516770892553,99,149.9,West
6830,Hotel room,1325.0,16,6.5,8.0,t,4,100.0,1,82.8125,Central
6831,Entire home/apt,150.0,7,2.0,2.0,t,27,98.0,2,21.428571428571427,Central
6832,Private room,38.0,2,1.0,1.0,t,20,99.0,1,19.0,South
6833,Entire home/apt,394.0,5,1.5,2.0,t,6,100.0,2,78.8,Central
6834,Entire home/apt,200.0,4,2.0,2.0,f,8,98.0,2,50.0,North
6835,Entire home/apt,70.0,2,1.0,0.0,t,72,99.0,1,35.0,North
6836,Entire home/apt,599.0,4,1.0,1.0,f,1,100.0,1,149.75,Central
6837,Entire home/apt,129.0,10,2.0,4.0,t,114,96.0,1,12.9,North
6838,Entire home/apt,249.0,4,2.0,2.0,f,8,90.0,2,62.25,North
6839,Entire home/apt,90.0,2,1.0,1.0,t,21,97.0,1,45.0,Central
6840,Private room,40.0,2,1.0,1.0,f,9,100.0,1,20.0,North
6841,Entire home/apt,150.0,5,2.0,2.0,t,76,97.0,2,30.0,Central
6842,Entire home/apt,114.0,6,1.5,2.0,f,4,95.0,1,19.0,North
6843,Private room,32.0,4,1.5,2.0,t,68,99.0,1,8.0,South
6844,Entire home/apt,175.0,2,1.0,1.0,f,5,85.0,4,87.5,North
6845,Private room,75.0,2,1.0,1.0,f,7,100.0,3,37.5,Central
6846,Private room,35.0,2,1.0,1.0,t,45,98.0,1,17.5,East
6847,Entire home/apt,149.0,4,1.0,1.0,t,54,99.0,1,37.25,Central
6848,Private room,30.0,5,1.0,1.0,f,11,100.0,1,6.0,South
6849,Entire home/apt,118.0,4,1.0,1.0,f,1,100.0,2,29.5,East
6850,Private room,89.0,2,1.0,1.0,f,7,100.0,2,44.5,South
6851,Entire home/apt,800.0,12,3.5,4.0,f,0,96.09516770892553,5,66.66666666666667,South
6852,Private room,49.0,2,1.0,1.0,t,26,98.0,2,24.5,North
6853,Entire home/apt,100.0,6,2.5,4.0,t,29,97.0,1,16.666666666666668,East
6854,Entire home/apt,695.0,6,2.5,2.0,f,1,96.09516770892553,3,115.83333333333333,Central
6855,Entire home/apt,110.0,3,1.0,1.0,f,5,92.0,2,36.666666666666664,North
6856,Entire home/apt,89.0,4,1.0,1.0,t,127,97.0,2,22.25,East
6857,Entire home/apt,59.0,2,1.0,1.0,f,0,96.09516770892553,2,29.5,West
6858,Entire home/apt,130.0,6,2.0,2.0,t,79,99.0,2,21.666666666666668,South
6859,Entire home/apt,349.0,14,2.0,3.0,f,36,90.0,3,24.928571428571427,Central
6860,Entire home/apt,399.0,14,2.0,3.0,f,27,92.0,3,28.5,Central
6861,Entire home/apt,90.0,4,1.0,1.0,f,70,85.0,1,22.5,Central
6862,Entire home/apt,319.0,16,2.0,3.0,f,29,97.0,3,19.9375,Central
6863,Entire home/apt,250.0,10,2.5,3.0,t,54,97.0,2,25.0,East
6864,Private room,179.0,3,1.0,1.0,t,17,94.0,2,59.666666666666664,Central
6865,Entire home/apt,350.0,6,2.0,2.0,f,1,100.0,2,58.333333333333336,Central
6866,Entire home/apt,100.0,2,1.0,1.0,f,16,99.0,2,50.0,Central
6867,Private room,75.0,2,1.0,1.0,f,0,96.09516770892553,2,37.5,East
6868,Entire home/apt,221.0,6,1.0,0.0,t,70,98.0,1,36.833333333333336,Central
6869,Private room,75.0,2,1.0,1.0,f,9,88.0,5,37.5,North
6870,Entire home/apt,350.0,6,2.5,3.0,f,0,96.09516770892553,2,58.333333333333336,Central
6871,Entire home/apt,133.0,7,2.5,3.0,t,66,99.0,2,19.0,South
6872,Entire home/apt,150.0,2,1.0,1.0,f,5,96.0,1,75.0,South
6873,Entire home/apt,79.0,3,1.0,1.0,f,62,92.0,1,26.333333333333332,Central
6874,Entire home/apt,350.0,2,1.5,1.0,f,0,96.09516770892553,2,175.0,South
6875,Entire home/apt,120.0,4,1.0,1.0,f,121,96.0,1,30.0,Central
6876,Entire home/apt,999.0,4,1.0,1.0,f,1,40.0,2,249.75,Central
6877,Entire home/apt,999.0,4,1.0,1.0,f,6,88.0,2,249.75,Central
6878,Entire home/apt,999.0,4,1.0,1.0,f,5,96.0,2,249.75,Central
6879,Entire home/apt,999.0,4,1.0,1.0,f,0,96.09516770892553,2,249.75,Central
6880,Entire home/apt,999.0,4,1.0,1.0,f,0,96.09516770892553,2,249.75,Central
6881,Entire home/apt,1112.0,4,1.0,1.0,f,1,60.0,1,278.0,Central
6882,Entire home/apt,1112.0,4,1.0,1.0,f,1,60.0,1,278.0,Central
6883,Entire home/apt,1112.0,4,1.0,1.0,f,2,90.0,1,278.0,Central
6884,Entire home/apt,1112.0,4,1.0,1.0,f,1,80.0,1,278.0,Central
6885,Entire home/apt,1112.0,4,1.0,1.0,f,6,83.0,1,278.0,Central
6886,Entire home/apt,85.0,2,1.0,0.0,t,254,100.0,1,42.5,Central
6887,Entire home/apt,86.0,8,2.0,3.0,t,81,98.0,1,10.75,South
6888,Entire home/apt,100.0,4,2.0,2.0,f,13,98.0,2,25.0,South
6889,Entire home/apt,145.0,5,2.0,2.0,t,23,99.0,4,29.0,South
6890,Entire home/apt,434.0,8,3.0,3.0,f,13,94.0,2,54.25,East
6891,Private room,74.0,1,1.0,1.0,f,5,92.0,1,74.0,East
6892,Entire home/apt,300.0,2,1.0,1.0,f,1,100.0,1,150.0,Central
6893,Entire home/apt,94.0,2,1.0,1.0,t,48,99.0,2,47.0,Central
6894,Entire home/apt,295.0,10,2.0,3.0,t,71,99.0,2,29.5,Central
6895,Entire home/apt,199.0,2,1.0,1.0,f,10,88.0,3,99.5,Central
